Bundesanstalt fuer Arbeit Arbeitsamt Bad Bergzabern||,1
Bundesanstalt fuer Arbeit Arbeitsamt Vaihingen||,1
Bundesanstalt fuer Arbeit Arbeitsamt Essen||,1
BUNDESWEHR-SKUKDO-G-6-FRANKFURT-NET|,1
Bundesanstalt fuer Arbeit Arbeitsamt Ludwigsstadt||,1
BUNDESSPRACHENAMT-GEB2-GEB-6-RAUM-9-NAUMBURG-NET|,1
Bundesanstalt fuer Arbeit Arbeitsamt Leonberg||,1
Bundesanstalt fuer Arbeit Arbeitsamt Ulm||,1
Bundesanstalt fuer Arbeit Arbeitsamt Dillingen||,1
Bundesanstalt fuer Arbeit Arbeitsamt Eberbach||,1
"Bundesagentur Fuer Aussenwirtschaft|Koeln, DEU||",1
Bundesanstalt fuer Arbeit Arbeitsamt Wesel ARGE||,1
Bundesanstalt fuer Arbeit Arbeitsamt Kleve||,1
"Bundesaufsichtsamt fuer den Wertpapierhandel|Frankfurt, Germany||",1
